expected_time_no_traffic,vehicle_distance_mismatch,vehicle_traffic_stress,distance_km,vehicle_time_efficiency,traffic_weather_risk,is_peak_hour,operational_stress_index,route_frequency,delivery_time_hours,is_heavy_traffic_truck,traffic_level_medium,vehicle_type_car,vehicle_type_motorcycle,vehicle_type_pickup,vehicle_type_truck,vehicle_type_van,weather_clear,weather_clouds,weather_haze,weather_mist,route_traffic_volatility,destination_city_encoded,route_id_encoded,temperature,is_long_route
7.032,1.0,1.0,527.4,0.9,1.0,0,0.3199999999999999,1555,9.07,0,0,0,1,0,0,0,0,1,0,0,0.9372457579680498,4,31,4.7,0
10.76,1.0,1.2,860.8,0.9,2.0,0,0.31525,1555,11.0,0,0,1,0,0,0,0,0,0,0,1,1.523126808065,7,44,7.0,0
8.79,0.0519529768676525,5.0,527.4,0.16,2.0,1,0.6217929465301478,1555,13.11,1,1,0,0,0,1,0,0,1,0,0,1.1874441879046176,4,31,4.7,0
0.98,0.608,1.2,78.4,0.9,2.0,0,0.2564499999999999,1552,0.95,0,0,1,0,0,0,0,0,0,0,1,0.1227308108306087,4,11,4.7,0
12.34,1.0,1.2,987.2,0.9,2.0,0,0.3602499999999999,1554,12.07,0,0,1,0,0,0,0,0,0,0,1,1.477872234499204,7,25,7.0,0
7.534285714285714,0.4311717861205915,1.5,527.4,0.765,1.0,0,0.3337257679180887,1555,7.6,0,0,0,0,1,0,0,0,1,0,0,0.9372457579680498,4,31,7.0,0
12.13375,1.0,1.2,970.7,0.7200000000000001,0.0,0,0.377125,1555,12.13,0,0,1,0,0,0,0,1,0,0,0,1.5034714627894117,3,38,4.7,0
16.40375,1.0,1.2,1312.3,0.7200000000000001,2.0,0,0.4356249999999999,1555,16.8,0,0,1,0,0,0,0,0,0,0,1,2.0015061436114707,0,22,7.0,0
8.79,0.0519529768676525,2.0,527.4,0.7,1.0,0,0.2587929465301479,1555,9.94,0,0,0,0,0,1,0,0,1,0,0,0.9372457579680498,4,31,4.7,0
6.989999999999999,0.1612,3.0,419.4,0.2,1.0,1,0.48818,1553,8.0,0,0,0,0,0,1,0,0,1,0,0,0.7034348215264423,8,10,7.0,0
7.534285714285714,0.4311717861205915,1.5,527.4,0.9,2.0,0,0.2621757679180887,1555,6.83,0,0,0,0,1,0,0,0,0,0,1,0.9372457579680498,4,31,7.0,0
6.989999999999999,0.1612,2.0,419.4,0.7,1.0,0,0.29318,1553,7.68,0,0,0,0,0,1,0,0,1,0,0,0.7034348215264423,8,10,4.7,0
12.942666666666668,1.0,1.0,970.7,0.63,0.0,0,0.4343749999999999,1555,15.42,0,0,0,1,0,0,0,1,0,0,0,1.5034714627894117,3,38,7.0,0
12.34,1.0,3.6,987.2,0.425,4.0,1,0.602,1554,15.46,0,1,1,0,0,0,0,0,0,0,1,1.967013590243012,7,25,4.7,0
12.598333333333333,0.3385368434978171,2.0,755.9,1.0,2.0,0,0.2492805265246725,1554,12.74,0,0,0,0,0,1,0,0,0,0,1,1.152604735651087,7,20,4.7,0
16.392307692307693,0.7184420459877991,5.0,1065.5,0.24,4.0,1,0.7692663068981699,1554,20.64,0,1,0,0,0,0,1,0,0,0,1,2.0090150492622314,5,40,4.7,0
13.243076923076922,0.6514869888475836,2.7,860.8,0.3,1.0,1,0.5589230483271376,1555,12.94,0,0,0,0,0,0,1,0,1,0,0,1.523126808065,7,44,4.7,0
10.010769230769233,0.5389580451821117,1.8,650.7,0.8,1.0,0,0.3378437067773167,1555,9.74,0,0,0,0,0,0,1,0,1,0,0,1.0851999385904798,8,34,4.7,0
2.857142857142857,0.3333333333333333,1.5,200.0,0.765,2.0,0,0.3015,1554,2.66,0,0,0,0,1,0,0,0,0,0,1,0.3015183344589135,7,18,7.0,0
3.66125,0.3171730966200067,3.6,292.9,0.425,2.0,1,0.488325964493001,1555,5.49,0,1,1,0,0,0,0,0,1,0,0,0.6823743217808731,6,41,7.0,0
1.206153846153846,0.7386666666666667,1.8,78.4,0.99,1.0,0,0.2977999999999999,1552,1.09,0,0,0,0,0,0,1,0,0,1,0,0.1227308108306087,4,11,7.0,0
7.534285714285714,0.4311717861205915,1.5,527.4,0.765,2.0,0,0.3161757679180887,1555,7.24,0,0,0,0,1,0,0,0,0,0,1,0.9372457579680498,4,31,7.0,0
2.3142857142857145,0.46,1.5,162.0,0.765,2.0,0,0.3907,1554,2.16,0,0,0,0,1,0,0,0,0,0,1,0.2853590794861477,8,26,7.0,0
14.206666666666669,1.0,1.0,1065.5,0.63,2.0,0,0.531875,1554,16.53,0,0,0,1,0,0,0,0,0,0,1,1.6515124965524606,5,40,4.7,0
5.592,1.0,3.0,419.4,0.51,2.0,1,0.6174999999999999,1553,8.81,0,1,0,1,0,0,0,0,1,0,0,0.9206360063258492,8,10,4.7,0
13.243076923076922,0.6514869888475836,5.0,860.8,0.24,4.0,1,0.7052230483271374,1555,15.2,0,1,0,0,0,0,1,0,0,0,1,1.942062807821119,7,44,7.0,0
14.102857142857143,0.6961102106969206,1.5,987.2,0.9,2.0,0,0.3019165316045381,1554,13.05,0,0,0,0,1,0,0,0,0,0,1,1.477872234499204,7,25,7.0,0
10.76,1.0,1.2,860.8,0.9,2.0,0,0.31525,1555,11.21,0,0,1,0,0,0,0,0,0,0,1,1.523126808065,7,44,4.7,0
5.2425,0.784692417739628,1.2,419.4,0.7200000000000001,1.0,0,0.3594538626609441,1553,5.49,0,0,1,0,0,0,0,0,1,0,0,0.7034348215264423,8,10,7.0,0
3.076923076923077,0.3333333333333333,1.8,200.0,0.8,2.0,0,0.32725,1554,2.84,0,0,0,0,0,0,1,0,0,0,1,0.3015183344589135,7,18,7.0,0
5.592,1.0,1.0,419.4,0.9,1.0,0,0.3575,1553,6.81,0,0,0,1,0,0,0,0,1,0,0,0.7034348215264423,8,10,7.0,0
5.991428571428571,0.284692417739628,1.5,419.4,0.765,1.0,0,0.3117538626609442,1553,5.86,0,0,0,0,1,0,0,0,1,0,0,0.7034348215264423,8,10,4.7,0
13.867142857142856,0.6909446790975585,1.5,970.7,0.9,0.0,0,0.2786417018646338,1555,13.52,0,0,0,0,1,0,0,1,0,0,0,1.5034714627894117,3,38,4.7,0
4.96,1.0,1.5,372.0,0.6,2.0,1,0.44875,1554,5.5,0,0,0,1,0,0,0,0,0,0,1,0.6564234879666067,7,33,4.7,0
1.206153846153846,0.7386666666666667,1.8,78.4,0.8,2.0,0,0.3543,1552,1.08,0,0,0,0,0,0,1,0,0,0,1,0.1227308108306087,4,11,4.7,0
2.025,0.19,1.2,162.0,0.81,1.0,0,0.2409999999999999,1554,2.34,0,0,1,0,0,0,0,0,1,0,0,0.2853590794861477,8,26,4.7,0
21.871666666666663,0.6189895603139526,5.0,1312.3,0.16,4.0,1,0.7338484340470928,1555,28.57,1,1,0,0,0,1,0,0,0,0,1,2.727706604448832,0,22,7.0,0
8.79,0.0519529768676525,4.0,527.4,0.5599999999999999,2.0,0,0.4517929465301478,1555,12.96,1,1,0,0,0,1,0,0,1,0,0,1.1874441879046176,4,31,4.7,0
0.8712500000000001,0.6515000000000001,3.6,69.7,0.425,4.0,1,0.549725,1546,1.18,0,1,1,0,0,0,0,0,0,0,1,0.1336827725132032,4,1,7.0,0
18.74714285714285,0.7713937361883716,1.5,1312.3,0.765,2.0,0,0.3672090604282557,1555,17.95,0,0,0,0,1,0,0,0,0,0,1,2.0015061436114707,0,22,4.7,0
3.076923076923077,0.3333333333333333,1.8,200.0,0.99,0.0,0,0.26625,1554,2.86,0,0,0,0,0,0,1,1,0,0,0,0.3020195910121652,4,16,7.0,0
5.592,1.0,3.0,419.4,0.54,2.0,1,0.5875,1553,8.92,0,1,0,1,0,0,0,0,1,0,0,0.9206360063258492,8,10,4.7,0
6.2,0.256,2.0,372.0,1.0,2.0,0,0.26615,1554,6.21,0,0,0,0,0,1,0,0,0,0,1,0.6564234879666067,7,33,4.7,0
12.436923076923076,0.6288965858485898,1.8,808.4,0.99,2.0,0,0.3105844878772884,1555,11.05,0,0,0,0,0,0,1,0,0,0,1,1.272283970490499,7,2,4.7,0
3.905333333333333,0.8292932741550016,3.0,292.9,0.51,4.0,1,0.5975189911232502,1555,5.92,0,1,0,1,0,0,0,0,0,0,1,0.6823743217808731,6,41,7.0,0
11.548571428571428,0.6288965858485898,4.5,808.4,0.36,4.0,1,0.6368344878772885,1555,13.85,0,1,0,0,1,0,0,0,0,0,1,1.5512516669057068,7,2,4.7,0
6.2,0.256,2.0,372.0,0.7,2.0,0,0.2984,1554,6.47,0,0,0,0,0,1,0,0,0,0,1,0.6564234879666067,7,33,7.0,0
10.778666666666666,1.0,1.0,808.4,0.9,2.0,0,0.33875,1555,12.04,0,0,0,1,0,0,0,0,0,0,1,1.272283970490499,7,2,7.0,0
6.2,0.256,2.0,372.0,0.7,2.0,0,0.3208999999999999,1554,6.28,0,0,0,0,0,1,0,0,0,0,1,0.6564234879666067,7,33,4.7,0
10.778666666666666,1.0,1.5,808.4,0.6,2.0,1,0.44875,1555,12.58,0,0,0,1,0,0,0,0,0,0,1,1.272283970490499,7,2,7.0,0
10.778666666666666,1.0,1.0,808.4,0.9,2.0,0,0.33875,1555,12.11,0,0,0,1,0,0,0,0,0,0,1,1.272283970490499,7,2,7.0,0
12.436923076923076,0.6288965858485898,1.8,808.4,0.99,2.0,0,0.3105844878772884,1555,10.98,0,0,0,0,0,0,1,0,0,0,1,1.272283970490499,7,2,7.0,0
3.333333333333333,0.6,2.0,200.0,0.7,2.0,0,0.3724999999999999,1554,3.34,0,0,0,0,0,1,0,0,0,0,1,0.3020195910121652,4,16,7.0,0
5.723076923076923,0.1935483870967742,1.8,372.0,0.99,1.0,0,0.2628322580645161,1554,5.73,0,0,0,0,0,0,1,0,1,0,0,0.6564234879666067,7,33,4.7,0
4.65,0.6935483870967741,1.2,372.0,0.9,1.0,0,0.2805322580645161,1554,5.07,0,0,1,0,0,0,0,0,1,0,0,0.6564234879666067,7,33,4.7,0
16.178333333333335,0.4849077984959308,2.0,970.7,0.7,0.0,0,0.3327361697743896,1555,16.06,0,0,0,0,0,1,0,1,0,0,0,1.5034714627894117,3,38,7.0,0
12.436923076923076,0.6288965858485898,1.8,808.4,0.99,2.0,0,0.3105844878772884,1555,11.64,0,0,0,0,0,0,1,0,0,0,1,1.272283970490499,7,2,7.0,0
3.905333333333333,0.8292932741550016,1.0,292.9,0.63,2.0,0,0.4697064911232502,1555,4.66,0,0,0,1,0,0,0,0,0,0,1,0.5045728230755522,6,41,7.0,0
5.991428571428571,0.284692417739628,1.5,419.4,0.81,1.0,0,0.2924038626609442,1553,6.1,0,0,0,0,1,0,0,0,1,0,0,0.7034348215264423,8,10,7.0,0
15.221428571428572,0.7184420459877991,1.5,1065.5,0.9,2.0,0,0.3592663068981698,1554,14.46,0,0,0,0,1,0,0,0,0,0,1,1.6515124965524606,5,40,4.7,0
13.867142857142856,0.6909446790975585,1.5,970.7,0.81,0.0,0,0.3236417018646337,1555,12.89,0,0,0,0,1,0,0,1,0,0,0,1.5034714627894117,3,38,4.7,0
1.0723076923076924,0.7676666666666667,5.0,69.7,0.24,4.0,1,0.7226499999999999,1546,1.25,0,1,0,0,0,0,1,0,0,0,1,0.1336827725132032,4,1,4.7,0
5.314285714285714,0.1935483870967742,1.5,372.0,0.765,1.0,0,0.2629822580645161,1554,5.68,0,0,0,0,1,0,0,0,1,0,0,0.6564234879666067,7,33,7.0,0
6.2,0.256,2.0,372.0,0.7,1.0,0,0.3074,1554,7.14,0,0,0,0,0,1,0,0,1,0,0,0.6564234879666067,7,33,7.0,0
3.076923076923077,0.3333333333333333,5.0,200.0,0.24,4.0,1,0.6575,1554,3.59,0,1,0,0,0,0,1,0,0,0,1,0.3856605786833537,7,18,7.0,0
11.62923076923077,0.6031221060986903,5.0,755.9,0.21,4.0,1,0.7054683159148035,1554,13.39,0,1,0,0,0,0,1,0,0,0,1,1.5086029373132064,7,20,4.7,0
12.942666666666668,1.0,3.0,970.7,0.54,4.0,1,0.615625,1555,19.18,0,1,0,1,0,0,0,0,0,0,1,2.055091212269686,3,38,4.7,0
17.758333333333333,0.5307367433129986,2.0,1065.5,1.0,2.0,0,0.3249105114969497,1554,17.7,0,0,0,0,0,1,0,0,0,0,1,1.6515124965524606,5,40,4.7,0
10.845,0.231596741970186,5.0,650.7,0.16,2.0,1,0.6487395112955279,1555,15.69,1,1,0,0,0,1,0,0,1,0,0,1.4190260349636343,8,34,4.7,0
2.5,0.0,3.6,200.0,0.45,4.0,1,0.473875,1554,3.18,0,1,1,0,0,0,0,0,0,0,1,0.4118135843266271,4,16,7.0,0
14.933846153846154,0.6909446790975585,1.8,970.7,0.8,0.0,0,0.3246417018646337,1555,14.05,0,0,0,0,0,0,1,1,0,0,0,1.5034714627894117,3,38,4.7,0
11.477333333333332,1.0,1.0,860.8,0.81,2.0,0,0.43625,1555,13.01,0,0,0,1,0,0,0,0,0,0,1,1.523126808065,7,44,4.7,0
8.133750000000001,1.0,3.6,650.7,0.425,2.0,1,0.6267499999999999,1555,11.35,0,1,1,0,0,0,0,0,1,0,0,1.4190260349636343,8,34,4.7,0
3.333333333333333,0.6,5.0,200.0,0.1399999999999999,0.0,1,0.6849999999999999,1554,4.5,1,1,0,0,0,1,0,1,0,0,0,0.3856605786833537,7,18,4.7,0
6.989999999999999,0.1612,2.0,419.4,0.7,1.0,0,0.30398,1553,7.38,0,0,0,0,0,1,0,0,1,0,0,0.7034348215264423,8,10,7.0,0
4.65,0.6935483870967741,1.2,372.0,0.7200000000000001,2.0,0,0.3311572580645161,1554,4.78,0,0,1,0,0,0,0,0,0,0,1,0.6564234879666067,7,33,7.0,0
17.758333333333333,0.5307367433129986,5.0,1065.5,0.1399999999999999,4.0,1,0.6896105114969497,1554,24.23,1,1,0,0,0,1,0,0,0,0,1,2.0090150492622314,5,40,4.7,0
12.297142857142855,0.6514869888475836,1.5,860.8,0.9,1.0,0,0.2817230483271375,1555,12.96,0,0,0,0,1,0,0,0,1,0,0,1.523126808065,7,44,7.0,0
5.991428571428571,0.284692417739628,1.5,419.4,0.9,1.0,0,0.2537038626609442,1553,5.93,0,0,0,0,1,0,0,0,1,0,0,0.7034348215264423,8,10,7.0,0
15.221428571428572,0.7184420459877991,4.5,1065.5,0.34,4.0,1,0.7092663068981698,1554,17.78,0,1,0,0,1,0,0,0,0,0,1,2.0090150492622314,5,40,4.7,0
2.5,0.0,2.4,200.0,0.81,4.0,0,0.2717499999999999,1554,3.41,0,1,1,0,0,0,0,0,0,0,1,0.3856605786833537,7,18,4.7,0
9.295714285714286,0.5389580451821117,1.5,650.7,0.765,1.0,0,0.3709537067773167,1555,9.53,0,0,0,0,1,0,0,0,1,0,0,1.0851999385904798,8,34,4.7,0
3.076923076923077,0.3333333333333333,1.8,200.0,0.8,0.0,0,0.2709999999999999,1554,2.72,0,0,0,0,0,0,1,1,0,0,0,0.3015183344589135,7,18,7.0,0
1.0453333333333334,0.3622448979591837,3.0,78.4,0.54,4.0,1,0.4730867346938775,1552,1.64,0,1,0,1,0,0,0,0,0,0,1,0.1600150578006449,4,11,4.7,0
10.010769230769233,0.5389580451821117,1.8,650.7,0.99,1.0,0,0.3357037067773167,1555,10.46,0,0,0,0,0,0,1,0,1,0,0,1.0851999385904798,8,34,7.0,0
2.4923076923076923,0.46,1.8,162.0,0.8,1.0,0,0.3422,1554,2.46,0,0,0,0,0,0,1,0,1,0,0,0.2853590794861477,8,26,7.0,0
9.295714285714286,0.5389580451821117,1.5,650.7,0.765,1.0,0,0.3498937067773167,1555,9.54,0,0,0,0,1,0,0,0,1,0,0,1.0851999385904798,8,34,4.7,0
12.13375,1.0,3.6,970.7,0.45,4.0,1,0.59575,1555,15.5,0,1,1,0,0,0,0,0,0,0,1,2.055091212269686,3,38,4.7,0
13.867142857142856,0.6909446790975585,1.5,970.7,0.765,0.0,0,0.3551417018646338,1555,12.34,0,0,0,0,1,0,0,1,0,0,0,1.5034714627894117,3,38,4.7,0
9.295714285714286,0.5389580451821117,1.5,650.7,0.9,1.0,0,0.3080437067773167,1555,9.21,0,0,0,0,1,0,0,0,1,0,0,1.0851999385904798,8,34,7.0,0
1.206153846153846,0.7386666666666667,3.6,78.4,0.6400000000000001,4.0,0,0.5203,1552,1.52,0,1,0,0,0,0,1,0,0,0,1,0.1600150578006449,4,11,7.0,0
2.6666666666666665,0.75,1.0,200.0,0.63,0.0,0,0.396875,1554,3.2,0,0,0,1,0,0,0,1,0,0,0,0.3015183344589135,7,18,7.0,0
5.2425,0.784692417739628,1.2,419.4,0.7200000000000001,1.0,0,0.3770038626609441,1553,5.74,0,0,1,0,0,0,0,0,1,0,0,0.7034348215264423,8,10,7.0,0
9.295714285714286,0.5389580451821117,1.5,650.7,0.9,1.0,0,0.2918437067773167,1555,9.99,0,0,0,0,1,0,0,0,1,0,0,1.0851999385904798,8,34,7.0,0
6.32,1.0,1.0,474.0,0.9,1.0,0,0.3199999999999999,1554,7.72,0,0,0,1,0,0,0,0,1,0,0,0.83771955725196,2,29,4.7,0
12.34,1.0,1.2,987.2,0.81,2.0,0,0.3827499999999999,1554,12.54,0,0,1,0,0,0,0,0,0,0,1,1.477872234499204,7,25,7.0,0
15.18769230769231,0.6961102106969206,1.8,987.2,0.8,2.0,0,0.347916531604538,1554,14.55,0,0,0,0,0,0,1,0,0,0,1,1.477872234499204,7,25,7.0,0
3.076923076923077,0.3333333333333333,5.0,200.0,0.24,0.0,1,0.635,1554,3.76,0,1,0,0,0,0,1,1,0,0,0,0.4118135843266271,4,16,7.0,0
12.598333333333333,0.3385368434978171,5.0,755.9,0.1399999999999999,4.0,1,0.6607805265246726,1554,16.97,1,1,0,0,0,1,0,0,0,0,1,1.5086029373132064,7,20,4.7,0
0.8712500000000001,0.6515000000000001,1.2,69.7,0.9,2.0,0,0.2629749999999999,1546,0.84,0,0,1,0,0,0,0,0,0,0,1,0.1063668127260022,4,1,7.0,0
0.8712500000000001,0.6515000000000001,1.2,69.7,0.9,2.0,0,0.2629749999999999,1546,0.91,0,0,1,0,0,0,0,0,0,0,1,0.1063668127260022,4,1,7.0,0
2.025,0.19,1.2,162.0,0.9,1.0,0,0.2184999999999999,1554,2.26,0,0,1,0,0,0,0,0,1,0,0,0.2853590794861477,8,26,4.7,0
1.0723076923076924,0.7676666666666667,1.8,69.7,0.8,2.0,0,0.35865,1546,0.96,0,0,0,0,0,0,1,0,0,0,1,0.1063668127260022,4,1,4.7,0
6.452307692307692,0.284692417739628,1.8,419.4,0.8,1.0,0,0.3159038626609441,1553,6.66,0,0,0,0,0,0,1,0,1,0,0,0.7034348215264423,8,10,4.7,0
4.96,1.0,1.0,372.0,0.9,1.0,0,0.3199999999999999,1554,6.38,0,0,0,1,0,0,0,0,1,0,0,0.6564234879666067,7,33,4.7,0
3.076923076923077,0.3333333333333333,1.8,200.0,0.8,2.0,0,0.2935,1554,2.79,0,0,0,0,0,0,1,0,0,0,1,0.3015183344589135,7,18,7.0,0
4.65,0.6935483870967741,3.6,372.0,0.45,2.0,1,0.5610322580645162,1554,6.38,0,1,1,0,0,0,0,0,1,0,0,0.870667256848758,7,33,4.7,0
11.62923076923077,0.6031221060986903,1.8,755.9,0.99,2.0,0,0.3067183159148035,1554,10.42,0,0,0,0,0,0,1,0,0,0,1,1.152604735651087,7,20,7.0,0
10.845,0.231596741970186,5.0,650.7,0.16,2.0,1,0.6595395112955278,1555,16.03,1,1,0,0,0,1,0,0,1,0,0,1.4190260349636343,8,34,4.7,0
