expected_time_no_traffic,vehicle_distance_mismatch,vehicle_traffic_stress,distance_km,vehicle_time_efficiency,traffic_weather_risk,is_peak_hour,destination_city,operational_stress_index,route_id,route_frequency,delivery_time_hours,order_date,is_heavy_traffic_truck,traffic_level_medium,vehicle_type_car,vehicle_type_motorcycle,vehicle_type_pickup,vehicle_type_truck,vehicle_type_van,weather_clear,weather_clouds,weather_haze,weather_mist,route_traffic_volatility,destination_city_encoded,route_id_encoded
3.333333333333333,0.6,2.0,200.0,1.0,0.0,0,namangan,0.269,khiva_namangan,1554,3.21,2025-11-06,0,0,0,0,0,1,0,1,0,0,0,0.3020195910121652,4,16
10.010769230769233,0.5389580451821117,1.8,650.7,0.99,1.0,0,urgench,0.3146437067773167,samarkand_urgench,1555,10.52,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,1.0851999385904798,8,34
2.7,0.676,2.0,162.0,0.7,2.0,0,urgench,0.3974,nukus_urgench,1554,2.77,2025-11-06,0,0,0,0,0,1,0,0,0,0,1,0.2853590794861477,8,26
2.6666666666666665,0.75,3.0,200.0,0.51,4.0,1,termez,0.585625,khiva_termez,1554,4.18,2025-11-06,0,1,0,1,0,0,0,0,0,0,1,0.3856605786833537,7,18
12.297142857142855,0.6514869888475836,1.5,860.8,0.765,1.0,0,termez,0.3878330483271375,urgench_termez,1555,12.94,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,1.523126808065,7,44
0.8712500000000001,0.6515000000000001,3.6,69.7,0.425,4.0,1,namangan,0.549725,andijan_namangan,1546,1.1,2025-11-06,0,1,1,0,0,0,0,0,0,0,1,0.1336827725132032,4,1
10.798571428571428,0.6031221060986903,1.5,755.9,0.9,2.0,0,termez,0.2879683159148035,namangan_termez,1554,9.77,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,1.152604735651087,7,20
5.2425,0.784692417739628,1.7999999999999998,419.4,0.5,1.0,1,urgench,0.4497038626609441,bukhara_urgench,1553,5.64,2025-11-06,0,0,1,0,0,0,0,0,1,0,0,0.7034348215264423,8,10
10.845,0.231596741970186,2.0,650.7,1.0,1.0,0,urgench,0.2449395112955279,samarkand_urgench,1555,12.38,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,1.0851999385904798,8,34
5.592,1.0,1.0,419.4,0.63,1.0,0,urgench,0.488,bukhara_urgench,1553,7.31,2025-11-06,0,0,0,1,0,0,0,0,1,0,0,0.7034348215264423,8,10
10.845,0.231596741970186,2.0,650.7,0.7,1.0,0,urgench,0.3145395112955279,samarkand_urgench,1555,11.47,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,1.0851999385904798,8,34
1.12,0.7386666666666667,1.5,78.4,0.81,1.0,0,namangan,0.3082999999999999,fergana_namangan,1552,1.09,2025-11-06,0,0,0,0,1,0,0,0,0,1,0,0.1227308108306087,4,11
10.010769230769233,0.5389580451821117,1.8,650.7,0.8,1.0,0,urgench,0.3540437067773167,samarkand_urgench,1555,10.5,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,1.0851999385904798,8,34
14.206666666666669,1.0,1.0,1065.5,0.63,2.0,0,nukus,0.531875,tashkent_nukus,1554,16.33,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,1.6515124965524606,5,40
5.592,1.0,1.0,419.4,0.9,1.0,0,urgench,0.38,bukhara_urgench,1553,7.37,2025-11-06,0,0,0,1,0,0,0,0,1,0,0,0.7034348215264423,8,10
9.295714285714286,0.5389580451821117,2.25,650.7,0.4,1.0,1,urgench,0.4693437067773167,samarkand_urgench,1555,9.97,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,1.0851999385904798,8,34
5.2425,0.784692417739628,1.2,419.4,0.9,1.0,0,urgench,0.3077038626609442,bukhara_urgench,1553,5.97,2025-11-06,0,0,1,0,0,0,0,0,1,0,0,0.7034348215264423,8,10
2.857142857142857,0.3333333333333333,1.5,200.0,0.9,0.0,0,namangan,0.2249999999999999,khiva_namangan,1554,2.7,2025-11-06,0,0,0,0,1,0,0,1,0,0,0,0.3020195910121652,4,16
6.452307692307692,0.284692417739628,1.8,419.4,0.99,1.0,0,urgench,0.2765038626609442,bukhara_urgench,1553,6.71,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,0.7034348215264423,8,10
5.2425,0.784692417739628,1.2,419.4,0.7200000000000001,1.0,0,urgench,0.3594538626609441,bukhara_urgench,1553,5.64,2025-11-06,0,0,1,0,0,0,0,0,1,0,0,0.7034348215264423,8,10
4.96,1.0,1.0,372.0,0.9,2.0,0,termez,0.385625,samarkand_termez,1554,5.83,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,0.6564234879666067,7,33
3.076923076923077,0.3333333333333333,1.8,200.0,0.8,0.0,0,namangan,0.2935,khiva_namangan,1554,2.87,2025-11-06,0,0,0,0,0,0,1,1,0,0,0,0.3020195910121652,4,16
6.989999999999999,0.1612,2.0,419.4,1.0,1.0,0,urgench,0.23438,bukhara_urgench,1553,7.4,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,0.7034348215264423,8,10
0.8712500000000001,0.6515000000000001,1.2,69.7,0.7200000000000001,2.0,0,namangan,0.3248499999999999,andijan_namangan,1546,0.88,2025-11-06,0,0,1,0,0,0,0,0,0,0,1,0.1063668127260022,4,1
6.452307692307692,0.284692417739628,1.8,419.4,0.8,1.0,0,urgench,0.3159038626609441,bukhara_urgench,1553,6.5,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,0.7034348215264423,8,10
7.032,1.0,1.0,527.4,0.9,1.0,0,namangan,0.3199999999999999,samarkand_namangan,1555,8.99,2025-11-06,0,0,0,1,0,0,0,0,1,0,0,0.9372457579680498,4,31
18.74714285714285,0.7713937361883716,1.5,1312.3,0.765,2.0,0,andijan,0.4374090604282557,nukus_andijan,1555,17.85,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,2.0015061436114707,0,22
15.221428571428572,0.7184420459877991,1.5,1065.5,0.765,2.0,0,nukus,0.3592663068981698,tashkent_nukus,1554,14.86,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,1.6515124965524606,5,40
14.933846153846154,0.6909446790975585,5.0,970.7,0.21,4.0,1,khiva,0.7523917018646337,tashkent_khiva,1555,17.21,2025-11-06,0,1,0,0,0,0,1,0,0,0,1,2.055091212269686,3,38
7.032,1.0,1.0,527.4,0.9,1.0,0,namangan,0.3199999999999999,samarkand_namangan,1555,9.07,2025-11-06,0,0,0,1,0,0,0,0,1,0,0,0.9372457579680498,4,31
10.76,1.0,1.2,860.8,0.9,2.0,0,termez,0.31525,urgench_termez,1555,11.0,2025-11-06,0,0,1,0,0,0,0,0,0,0,1,1.523126808065,7,44
8.79,0.0519529768676525,5.0,527.4,0.16,2.0,1,namangan,0.6217929465301478,samarkand_namangan,1555,13.11,2025-11-06,1,1,0,0,0,1,0,0,1,0,0,1.1874441879046176,4,31
0.98,0.608,1.2,78.4,0.9,2.0,0,namangan,0.2564499999999999,fergana_namangan,1552,0.95,2025-11-06,0,0,1,0,0,0,0,0,0,0,1,0.1227308108306087,4,11
12.34,1.0,1.2,987.2,0.9,2.0,0,termez,0.3602499999999999,nukus_termez,1554,12.07,2025-11-06,0,0,1,0,0,0,0,0,0,0,1,1.477872234499204,7,25
7.534285714285714,0.4311717861205915,1.5,527.4,0.765,1.0,0,namangan,0.3337257679180887,samarkand_namangan,1555,7.6,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,0.9372457579680498,4,31
12.13375,1.0,1.2,970.7,0.7200000000000001,0.0,0,khiva,0.377125,tashkent_khiva,1555,12.13,2025-11-06,0,0,1,0,0,0,0,1,0,0,0,1.5034714627894117,3,38
16.40375,1.0,1.2,1312.3,0.7200000000000001,2.0,0,andijan,0.4356249999999999,nukus_andijan,1555,16.8,2025-11-06,0,0,1,0,0,0,0,0,0,0,1,2.0015061436114707,0,22
8.79,0.0519529768676525,2.0,527.4,0.7,1.0,0,namangan,0.2587929465301479,samarkand_namangan,1555,9.94,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,0.9372457579680498,4,31
6.989999999999999,0.1612,3.0,419.4,0.2,1.0,1,urgench,0.48818,bukhara_urgench,1553,8.0,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,0.7034348215264423,8,10
7.534285714285714,0.4311717861205915,1.5,527.4,0.9,2.0,0,namangan,0.2621757679180887,samarkand_namangan,1555,6.83,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,0.9372457579680498,4,31
6.989999999999999,0.1612,2.0,419.4,0.7,1.0,0,urgench,0.29318,bukhara_urgench,1553,7.68,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,0.7034348215264423,8,10
12.942666666666668,1.0,1.0,970.7,0.63,0.0,0,khiva,0.4343749999999999,tashkent_khiva,1555,15.42,2025-11-06,0,0,0,1,0,0,0,1,0,0,0,1.5034714627894117,3,38
12.34,1.0,3.6,987.2,0.425,4.0,1,termez,0.602,nukus_termez,1554,15.46,2025-11-06,0,1,1,0,0,0,0,0,0,0,1,1.967013590243012,7,25
12.598333333333333,0.3385368434978171,2.0,755.9,1.0,2.0,0,termez,0.2492805265246725,namangan_termez,1554,12.74,2025-11-06,0,0,0,0,0,1,0,0,0,0,1,1.152604735651087,7,20
16.392307692307693,0.7184420459877991,5.0,1065.5,0.24,4.0,1,nukus,0.7692663068981699,tashkent_nukus,1554,20.64,2025-11-06,0,1,0,0,0,0,1,0,0,0,1,2.0090150492622314,5,40
13.243076923076922,0.6514869888475836,2.7,860.8,0.3,1.0,1,termez,0.5589230483271376,urgench_termez,1555,12.94,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,1.523126808065,7,44
10.010769230769233,0.5389580451821117,1.8,650.7,0.8,1.0,0,urgench,0.3378437067773167,samarkand_urgench,1555,9.74,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,1.0851999385904798,8,34
2.857142857142857,0.3333333333333333,1.5,200.0,0.765,2.0,0,termez,0.3015,khiva_termez,1554,2.66,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,0.3015183344589135,7,18
3.66125,0.3171730966200067,3.6,292.9,0.425,2.0,1,samarkand,0.488325964493001,tashkent_samarkand,1555,5.49,2025-11-06,0,1,1,0,0,0,0,0,1,0,0,0.6823743217808731,6,41
1.206153846153846,0.7386666666666667,1.8,78.4,0.99,1.0,0,namangan,0.2977999999999999,fergana_namangan,1552,1.09,2025-11-06,0,0,0,0,0,0,1,0,0,1,0,0.1227308108306087,4,11
7.534285714285714,0.4311717861205915,1.5,527.4,0.765,2.0,0,namangan,0.3161757679180887,samarkand_namangan,1555,7.24,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,0.9372457579680498,4,31
2.3142857142857145,0.46,1.5,162.0,0.765,2.0,0,urgench,0.3907,nukus_urgench,1554,2.16,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,0.2853590794861477,8,26
14.206666666666669,1.0,1.0,1065.5,0.63,2.0,0,nukus,0.531875,tashkent_nukus,1554,16.53,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,1.6515124965524606,5,40
5.592,1.0,3.0,419.4,0.51,2.0,1,urgench,0.6174999999999999,bukhara_urgench,1553,8.81,2025-11-06,0,1,0,1,0,0,0,0,1,0,0,0.9206360063258492,8,10
13.243076923076922,0.6514869888475836,5.0,860.8,0.24,4.0,1,termez,0.7052230483271374,urgench_termez,1555,15.2,2025-11-06,0,1,0,0,0,0,1,0,0,0,1,1.942062807821119,7,44
14.102857142857143,0.6961102106969206,1.5,987.2,0.9,2.0,0,termez,0.3019165316045381,nukus_termez,1554,13.05,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,1.477872234499204,7,25
10.76,1.0,1.2,860.8,0.9,2.0,0,termez,0.31525,urgench_termez,1555,11.21,2025-11-06,0,0,1,0,0,0,0,0,0,0,1,1.523126808065,7,44
5.2425,0.784692417739628,1.2,419.4,0.7200000000000001,1.0,0,urgench,0.3594538626609441,bukhara_urgench,1553,5.49,2025-11-06,0,0,1,0,0,0,0,0,1,0,0,0.7034348215264423,8,10
3.076923076923077,0.3333333333333333,1.8,200.0,0.8,2.0,0,termez,0.32725,khiva_termez,1554,2.84,2025-11-06,0,0,0,0,0,0,1,0,0,0,1,0.3015183344589135,7,18
5.592,1.0,1.0,419.4,0.9,1.0,0,urgench,0.3575,bukhara_urgench,1553,6.81,2025-11-06,0,0,0,1,0,0,0,0,1,0,0,0.7034348215264423,8,10
5.991428571428571,0.284692417739628,1.5,419.4,0.765,1.0,0,urgench,0.3117538626609442,bukhara_urgench,1553,5.86,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,0.7034348215264423,8,10
13.867142857142856,0.6909446790975585,1.5,970.7,0.9,0.0,0,khiva,0.2786417018646338,tashkent_khiva,1555,13.52,2025-11-06,0,0,0,0,1,0,0,1,0,0,0,1.5034714627894117,3,38
4.96,1.0,1.5,372.0,0.6,2.0,1,termez,0.44875,samarkand_termez,1554,5.5,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,0.6564234879666067,7,33
1.206153846153846,0.7386666666666667,1.8,78.4,0.8,2.0,0,namangan,0.3543,fergana_namangan,1552,1.08,2025-11-06,0,0,0,0,0,0,1,0,0,0,1,0.1227308108306087,4,11
2.025,0.19,1.2,162.0,0.81,1.0,0,urgench,0.2409999999999999,nukus_urgench,1554,2.34,2025-11-06,0,0,1,0,0,0,0,0,1,0,0,0.2853590794861477,8,26
21.871666666666663,0.6189895603139526,5.0,1312.3,0.16,4.0,1,andijan,0.7338484340470928,nukus_andijan,1555,28.57,2025-11-06,1,1,0,0,0,1,0,0,0,0,1,2.727706604448832,0,22
8.79,0.0519529768676525,4.0,527.4,0.5599999999999999,2.0,0,namangan,0.4517929465301478,samarkand_namangan,1555,12.96,2025-11-06,1,1,0,0,0,1,0,0,1,0,0,1.1874441879046176,4,31
0.8712500000000001,0.6515000000000001,3.6,69.7,0.425,4.0,1,namangan,0.549725,andijan_namangan,1546,1.18,2025-11-06,0,1,1,0,0,0,0,0,0,0,1,0.1336827725132032,4,1
18.74714285714285,0.7713937361883716,1.5,1312.3,0.765,2.0,0,andijan,0.3672090604282557,nukus_andijan,1555,17.95,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,2.0015061436114707,0,22
3.076923076923077,0.3333333333333333,1.8,200.0,0.99,0.0,0,namangan,0.26625,khiva_namangan,1554,2.86,2025-11-06,0,0,0,0,0,0,1,1,0,0,0,0.3020195910121652,4,16
5.592,1.0,3.0,419.4,0.54,2.0,1,urgench,0.5875,bukhara_urgench,1553,8.92,2025-11-06,0,1,0,1,0,0,0,0,1,0,0,0.9206360063258492,8,10
6.2,0.256,2.0,372.0,1.0,2.0,0,termez,0.26615,samarkand_termez,1554,6.21,2025-11-06,0,0,0,0,0,1,0,0,0,0,1,0.6564234879666067,7,33
12.436923076923076,0.6288965858485898,1.8,808.4,0.99,2.0,0,termez,0.3105844878772884,andijan_termez,1555,11.05,2025-11-06,0,0,0,0,0,0,1,0,0,0,1,1.272283970490499,7,2
3.905333333333333,0.8292932741550016,3.0,292.9,0.51,4.0,1,samarkand,0.5975189911232502,tashkent_samarkand,1555,5.92,2025-11-06,0,1,0,1,0,0,0,0,0,0,1,0.6823743217808731,6,41
11.548571428571428,0.6288965858485898,4.5,808.4,0.36,4.0,1,termez,0.6368344878772885,andijan_termez,1555,13.85,2025-11-06,0,1,0,0,1,0,0,0,0,0,1,1.5512516669057068,7,2
6.2,0.256,2.0,372.0,0.7,2.0,0,termez,0.2984,samarkand_termez,1554,6.47,2025-11-06,0,0,0,0,0,1,0,0,0,0,1,0.6564234879666067,7,33
10.778666666666666,1.0,1.0,808.4,0.9,2.0,0,termez,0.33875,andijan_termez,1555,12.04,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,1.272283970490499,7,2
6.2,0.256,2.0,372.0,0.7,2.0,0,termez,0.3208999999999999,samarkand_termez,1554,6.28,2025-11-06,0,0,0,0,0,1,0,0,0,0,1,0.6564234879666067,7,33
10.778666666666666,1.0,1.5,808.4,0.6,2.0,1,termez,0.44875,andijan_termez,1555,12.58,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,1.272283970490499,7,2
10.778666666666666,1.0,1.0,808.4,0.9,2.0,0,termez,0.33875,andijan_termez,1555,12.11,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,1.272283970490499,7,2
12.436923076923076,0.6288965858485898,1.8,808.4,0.99,2.0,0,termez,0.3105844878772884,andijan_termez,1555,10.98,2025-11-06,0,0,0,0,0,0,1,0,0,0,1,1.272283970490499,7,2
3.333333333333333,0.6,2.0,200.0,0.7,2.0,0,namangan,0.3724999999999999,khiva_namangan,1554,3.34,2025-11-06,0,0,0,0,0,1,0,0,0,0,1,0.3020195910121652,4,16
5.723076923076923,0.1935483870967742,1.8,372.0,0.99,1.0,0,termez,0.2628322580645161,samarkand_termez,1554,5.73,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,0.6564234879666067,7,33
4.65,0.6935483870967741,1.2,372.0,0.9,1.0,0,termez,0.2805322580645161,samarkand_termez,1554,5.07,2025-11-06,0,0,1,0,0,0,0,0,1,0,0,0.6564234879666067,7,33
16.178333333333335,0.4849077984959308,2.0,970.7,0.7,0.0,0,khiva,0.3327361697743896,tashkent_khiva,1555,16.06,2025-11-06,0,0,0,0,0,1,0,1,0,0,0,1.5034714627894117,3,38
12.436923076923076,0.6288965858485898,1.8,808.4,0.99,2.0,0,termez,0.3105844878772884,andijan_termez,1555,11.64,2025-11-06,0,0,0,0,0,0,1,0,0,0,1,1.272283970490499,7,2
3.905333333333333,0.8292932741550016,1.0,292.9,0.63,2.0,0,samarkand,0.4697064911232502,tashkent_samarkand,1555,4.66,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,0.5045728230755522,6,41
5.991428571428571,0.284692417739628,1.5,419.4,0.81,1.0,0,urgench,0.2924038626609442,bukhara_urgench,1553,6.1,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,0.7034348215264423,8,10
15.221428571428572,0.7184420459877991,1.5,1065.5,0.9,2.0,0,nukus,0.3592663068981698,tashkent_nukus,1554,14.46,2025-11-06,0,0,0,0,1,0,0,0,0,0,1,1.6515124965524606,5,40
13.867142857142856,0.6909446790975585,1.5,970.7,0.81,0.0,0,khiva,0.3236417018646337,tashkent_khiva,1555,12.89,2025-11-06,0,0,0,0,1,0,0,1,0,0,0,1.5034714627894117,3,38
1.0723076923076924,0.7676666666666667,5.0,69.7,0.24,4.0,1,namangan,0.7226499999999999,andijan_namangan,1546,1.25,2025-11-06,0,1,0,0,0,0,1,0,0,0,1,0.1336827725132032,4,1
5.314285714285714,0.1935483870967742,1.5,372.0,0.765,1.0,0,termez,0.2629822580645161,samarkand_termez,1554,5.68,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,0.6564234879666067,7,33
6.2,0.256,2.0,372.0,0.7,1.0,0,termez,0.3074,samarkand_termez,1554,7.14,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,0.6564234879666067,7,33
3.076923076923077,0.3333333333333333,5.0,200.0,0.24,4.0,1,termez,0.6575,khiva_termez,1554,3.59,2025-11-06,0,1,0,0,0,0,1,0,0,0,1,0.3856605786833537,7,18
11.62923076923077,0.6031221060986903,5.0,755.9,0.21,4.0,1,termez,0.7054683159148035,namangan_termez,1554,13.39,2025-11-06,0,1,0,0,0,0,1,0,0,0,1,1.5086029373132064,7,20
12.942666666666668,1.0,3.0,970.7,0.54,4.0,1,khiva,0.615625,tashkent_khiva,1555,19.18,2025-11-06,0,1,0,1,0,0,0,0,0,0,1,2.055091212269686,3,38
17.758333333333333,0.5307367433129986,2.0,1065.5,1.0,2.0,0,nukus,0.3249105114969497,tashkent_nukus,1554,17.7,2025-11-06,0,0,0,0,0,1,0,0,0,0,1,1.6515124965524606,5,40
10.845,0.231596741970186,5.0,650.7,0.16,2.0,1,urgench,0.6487395112955279,samarkand_urgench,1555,15.69,2025-11-06,1,1,0,0,0,1,0,0,1,0,0,1.4190260349636343,8,34
2.5,0.0,3.6,200.0,0.45,4.0,1,namangan,0.473875,khiva_namangan,1554,3.18,2025-11-06,0,1,1,0,0,0,0,0,0,0,1,0.4118135843266271,4,16
14.933846153846154,0.6909446790975585,1.8,970.7,0.8,0.0,0,khiva,0.3246417018646337,tashkent_khiva,1555,14.05,2025-11-06,0,0,0,0,0,0,1,1,0,0,0,1.5034714627894117,3,38
11.477333333333332,1.0,1.0,860.8,0.81,2.0,0,termez,0.43625,urgench_termez,1555,13.01,2025-11-06,0,0,0,1,0,0,0,0,0,0,1,1.523126808065,7,44
8.133750000000001,1.0,3.6,650.7,0.425,2.0,1,urgench,0.6267499999999999,samarkand_urgench,1555,11.35,2025-11-06,0,1,1,0,0,0,0,0,1,0,0,1.4190260349636343,8,34
3.333333333333333,0.6,5.0,200.0,0.1399999999999999,0.0,1,termez,0.6849999999999999,khiva_termez,1554,4.5,2025-11-06,1,1,0,0,0,1,0,1,0,0,0,0.3856605786833537,7,18
6.989999999999999,0.1612,2.0,419.4,0.7,1.0,0,urgench,0.30398,bukhara_urgench,1553,7.38,2025-11-06,0,0,0,0,0,1,0,0,1,0,0,0.7034348215264423,8,10
4.65,0.6935483870967741,1.2,372.0,0.7200000000000001,2.0,0,termez,0.3311572580645161,samarkand_termez,1554,4.78,2025-11-06,0,0,1,0,0,0,0,0,0,0,1,0.6564234879666067,7,33
17.758333333333333,0.5307367433129986,5.0,1065.5,0.1399999999999999,4.0,1,nukus,0.6896105114969497,tashkent_nukus,1554,24.23,2025-11-06,1,1,0,0,0,1,0,0,0,0,1,2.0090150492622314,5,40
12.297142857142855,0.6514869888475836,1.5,860.8,0.9,1.0,0,termez,0.2817230483271375,urgench_termez,1555,12.96,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,1.523126808065,7,44
5.991428571428571,0.284692417739628,1.5,419.4,0.9,1.0,0,urgench,0.2537038626609442,bukhara_urgench,1553,5.93,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,0.7034348215264423,8,10
15.221428571428572,0.7184420459877991,4.5,1065.5,0.34,4.0,1,nukus,0.7092663068981698,tashkent_nukus,1554,17.78,2025-11-06,0,1,0,0,1,0,0,0,0,0,1,2.0090150492622314,5,40
2.5,0.0,2.4,200.0,0.81,4.0,0,termez,0.2717499999999999,khiva_termez,1554,3.41,2025-11-06,0,1,1,0,0,0,0,0,0,0,1,0.3856605786833537,7,18
9.295714285714286,0.5389580451821117,1.5,650.7,0.765,1.0,0,urgench,0.3709537067773167,samarkand_urgench,1555,9.53,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,1.0851999385904798,8,34
3.076923076923077,0.3333333333333333,1.8,200.0,0.8,0.0,0,termez,0.2709999999999999,khiva_termez,1554,2.72,2025-11-06,0,0,0,0,0,0,1,1,0,0,0,0.3015183344589135,7,18
1.0453333333333334,0.3622448979591837,3.0,78.4,0.54,4.0,1,namangan,0.4730867346938775,fergana_namangan,1552,1.64,2025-11-06,0,1,0,1,0,0,0,0,0,0,1,0.1600150578006449,4,11
10.010769230769233,0.5389580451821117,1.8,650.7,0.99,1.0,0,urgench,0.3357037067773167,samarkand_urgench,1555,10.46,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,1.0851999385904798,8,34
2.4923076923076923,0.46,1.8,162.0,0.8,1.0,0,urgench,0.3422,nukus_urgench,1554,2.46,2025-11-06,0,0,0,0,0,0,1,0,1,0,0,0.2853590794861477,8,26
9.295714285714286,0.5389580451821117,1.5,650.7,0.765,1.0,0,urgench,0.3498937067773167,samarkand_urgench,1555,9.54,2025-11-06,0,0,0,0,1,0,0,0,1,0,0,1.0851999385904798,8,34
12.13375,1.0,3.6,970.7,0.45,4.0,1,khiva,0.59575,tashkent_khiva,1555,15.5,2025-11-06,0,1,1,0,0,0,0,0,0,0,1,2.055091212269686,3,38
13.867142857142856,0.6909446790975585,1.5,970.7,0.765,0.0,0,khiva,0.3551417018646338,tashkent_khiva,1555,12.34,2025-11-06,0,0,0,0,1,0,0,1,0,0,0,1.5034714627894117,3,38
